"survey_id","site_id","site_description","zone","decimal_longitude","decimal_latitude","geodetic_datum","terrestrial","year_deployed","year_retrieved","serial","sensor_type","sensor_part","interval","height","deployment_datetime","retrieval_datetime","status","hobo"
343,"GEOCRKW_H","Geothermal Creek West, head","pyroclastic flow",-122.173681699523,46.2490224935497,"EPSG:4326",FALSE,2012,2013,"491578","pro series","H08-001-02",60,,2012-09-13 14:42:00,2013-09-18 16:33:00,"clean",TRUE
344,"CMPCRKE_U","Camp Creek East, upper","pyroclastic flow",-122.174855830297,46.2459889765751,"EPSG:4326",FALSE,2012,,"491579","pro series","H08-001-02",60,,2012-09-13 15:09:00,,"lost",FALSE
345,"CMPCRKW_U","Camp Creek East, upper","pyroclastic flow",-122.178052822467,46.2473350055564,"EPSG:4326",FALSE,2012,2013,"491585","pro series","H08-001-02",60,,2012-09-13 15:30:00,2013-10-06 11:50:00,"clean",TRUE
346,"CMPCRK_C","Camp Creek, confluence","pyroclastic flow",-122.174694215573,46.2533048010395,"EPSG:4326",FALSE,2012,,"491582","pro series","H08-001-02",60,,2012-09-13 16:00:00,,"lost",FALSE
347,"CMPCRK_C","Camp Creek, confluence","pyroclastic flow",-122.174694215573,46.2533048010395,"EPSG:4326",FALSE,2012,,"491570","pro series","H08-001-02",60,,2012-09-13 16:16:00,,"lost",FALSE
348,"CMPCRK_M","Camp Creek, mouth","pyroclastic flow",-122.164518647189,46.2612588717948,"EPSG:4326",FALSE,2012,,"491583","pro series","H08-001-02",60,,2012-09-13 16:31:00,,"lost",FALSE
349,"GSECRK","Goose Creek","pyroclastic flow",-122.168453669607,46.2584615689379,"EPSG:4326",FALSE,2012,2013,"10209355","pendant","UA-002-64",30,,2012-09-13 16:45:00,2013-05-17 05:00:00,"clean",TRUE
350,"GEOCRK_M","Geothermal Creek, mouth","pyroclastic flow",-122.162353396793,46.2594430331935,"EPSG:4326",FALSE,2012,,"491565","pro series","H08-001-02",60,,2012-09-13 17:03:00,,"lost",FALSE
351,"GEOCRK_C","Geothermal Creek, confluence","pyroclastic flow",-122.166615454995,46.256468188852,"EPSG:4326",FALSE,2012,2013,"491575","pro series","H08-001-02",60,,2012-09-13 17:18:00,2013-10-06 10:45:00,"clean",TRUE
352,"DNYBRK","Donny Brook","blowdown",-122.121276725632,46.2608626865604,"EPSG:4326",FALSE,2012,2013,"10209353","pendant","UA-002-64",30,,2012-09-20 17:14:00,2013-09-08 13:54:00,"clean",TRUE
353,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2012,2013,"10212995","pendant","UA-002-64",30,-100,2012-10-09 15:00:00,2013-07-19 21:00:00,"clean",TRUE
354,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2012,2013,"10212995","pendant","UA-002-64",30,-100,2012-10-09 18:00:00,2013-08-15 10:30:00,"clean",TRUE
355,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2012,2013,"10209352","pendant","UA-002-64",30,-500,2012-10-09 18:00:00,2013-08-15 11:00:00,"clean",TRUE
356,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2012,2013,"10212994","pendant","UA-002-64",30,-100,2012-10-09 18:00:00,2013-08-15 11:00:00,"clean",TRUE
357,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2012,2013,"10212993","pendant","UA-002-64",30,-500,2012-10-09 18:00:00,2013-08-15 11:00:00,"clean",TRUE
358,"WILSPRE_C","Willow Springs East, confluence with Forsyth Creek","pyroclastic flow",-122.162449043792,46.2446387562082,"EPSG:4326",FALSE,2013,2013,"10172852","pendant","UA-002-64",30,,2013-05-06 13:18:00,2013-10-05 13:02:00,"lost",TRUE
359,"CLRCRK_C1","Clear Creek, confluence with PPWET1","pyroclastic flow",-122.17167955484,46.2510330022593,"EPSG:4326",FALSE,2013,2013,"10172851","pendant","UA-002-64",30,,2013-05-06 14:13:00,2013-09-10 13:05:00,"clean",TRUE
360,"GEOCRK_C","Geothermal Creek, confluence","pyroclastic flow",-122.166615454995,46.256468188852,"EPSG:4326",FALSE,2013,,"10172850","pendant","UA-002-64",30,,2013-05-06 16:00:00,,"lost",FALSE
361,"CMPCRK_O","Camp Creek, tributary","pyroclastic flow",-122.171214066575,46.2535136246195,"EPSG:4326",FALSE,2013,2013,"10015823","pro-v2","U22-001",30,,2013-05-17 12:35:00,2013-09-20 13:50:00,"clean",TRUE
362,"GEOCRKE_H","Geothermal Creek East, head","pyroclastic flow",-122.172912245362,46.2458399320682,"EPSG:4326",FALSE,2013,2013,"10015822","pro-v2","U22-001",30,,2013-05-17 13:15:00,2013-09-17 14:10:00,"clean",TRUE
363,"WILSPRE_H","Willow Springs East, head","pyroclastic flow",-122.164789594511,46.2434138797202,"EPSG:4326",FALSE,2013,,"10015825","pro-v2","U22-001",30,,2013-05-17 14:11:00,,"lost",FALSE
364,"GEOCRK_M","Geothermal Creek, mouth","pyroclastic flow",-122.162353396793,46.2594430331935,"EPSG:4326",FALSE,2013,2013,"10015821","pro-v2","U22-001",30,,2013-05-17 16:00:00,2013-09-18 16:30:00,"clean",TRUE
365,"CMPCRK_L","Camp Creek, lower","pyroclastic flow",-122.167666904891,46.25814984452,"EPSG:4326",FALSE,2013,2013,"10015820","pro-v2","U22-001",30,,2013-05-17 16:09:00,2013-10-06 12:35:00,"clean",TRUE
366,"GSECRK","Goose Creek","pyroclastic flow",-122.168453669607,46.2584615689379,"EPSG:4326",FALSE,2013,2013,"10015824","pro-v2","U22-001",30,,2013-05-17 16:35:00,2013-10-06 11:17:00,"clean",TRUE
367,"RDRCRK_H","Red Rock Creek, head","pyroclastic flow",-122.159409394606,46.2372724435796,"EPSG:4326",FALSE,2013,2013,"10348979","pro-v2","U22-001",30,,2013-07-02 12:00:00,2013-10-06 14:28:00,"clean",TRUE
368,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2013,2013,"399703","pro series","H08-032-08",30,100,2013-07-02 12:15:00,2013-10-04 13:45:00,"clean",TRUE
369,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2013,2013,"399741","pro series","H08-032-08",30,100,2013-07-02 12:36:00,2013-10-03 11:00:00,"clean",TRUE
370,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2013,2013,"9905284","pro-v2","U23-001",30,100,2013-07-02 13:00:00,2013-10-03 10:45:00,"clean",TRUE
371,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2013,2013,"1277067","pro series","H08-032-08",30,100,2013-07-02 14:20:00,2013-10-04 11:45:00,"clean",TRUE
372,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2013,2013,"1277066","pro series","H08-032-08",30,100,2013-07-02 14:20:00,2013-10-03 10:10:00,"clean",TRUE
373,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2013,2013,"1277064","pro series","H08-032-08",30,100,2013-07-02 15:10:00,2013-10-04 13:15:00,"clean",TRUE
374,"FORCRK_T","Forsyth Creek, Truman Trail intersection","pyroclastic flow",-122.160918297346,46.2386875296701,"EPSG:4326",FALSE,2013,2013,"10348974","pro-v2","U22-001",30,,2013-07-02 15:40:00,2013-10-06 14:16:00,"clean",TRUE
375,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2013,2013,"399740","pro series","H08-032-08",30,100,2013-07-02 16:00:00,2013-10-04 13:30:00,"clean",TRUE
376,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2013,2013,"492639","pro series","H08-032-08",30,100,2013-07-03 11:15:00,2013-10-03 14:00:00,"clean",TRUE
377,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2013,2013,"9905283","pro-v2","U23-001",30,100,2013-07-03 11:30:00,2013-10-03 13:45:00,"clean",TRUE
378,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2013,2013,"399738","pro series","H08-032-08",30,100,2013-07-09 09:13:00,2013-10-03 15:30:00,"clean",TRUE
379,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2013,2013,"492087","pro series","H08-032-08",30,100,2013-07-09 10:20:00,2013-10-04 11:00:00,"clean",TRUE
380,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2013,2013,"9905286","pro-v2","U23-001",30,100,2013-07-09 10:35:00,2013-10-04 10:45:00,"clean",TRUE
381,"PPWET1","Pumice Plain Wetland #1","pyroclastic flow",-122.173128524109,46.2487124942667,"EPSG:4326",TRUE,2013,2013,"1277065","pro series","H08-032-08",30,100,2013-07-09 14:30:00,2013-10-03 11:15:00,"clean",TRUE
382,"PPUPL1","Pumice Plain Upland #1","pyroclastic flow",-122.176838117238,46.247020266064,"EPSG:4326",TRUE,2013,2013,"9905285","pro-v2","U23-001",30,100,2013-07-09 14:45:00,2013-10-03 11:30:00,"clean",TRUE
383,"BEARCRK","Bear Creek","debris avalanche",-122.158101660376,46.2947635986204,"EPSG:4326",FALSE,2013,2013,"10015828","pro-v2","U22-001",30,,2013-08-07 15:50:00,2013-09-27 11:15:00,"clean",TRUE
384,"BEAVCRK_L","Beaver Creek, lower","debris avalanche",-122.154950660674,46.2961893396342,"EPSG:4326",FALSE,2013,2013,"10015826","pro-v2","U22-001",30,,2013-08-08 13:35:00,2013-09-27 11:25:00,"clean",TRUE
385,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2013,2014,"10172860","pendant","UA-002-64",30,-500,2013-08-16 18:00:00,2014-06-25 15:00:00,"clean",TRUE
386,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2013,2014,"10209355","pendant","UA-002-64",30,-100,2013-08-16 18:00:00,2014-06-25 15:00:00,"clean",TRUE
387,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2013,2014,"10172849","pendant","UA-002-64",30,-500,2013-08-16 18:00:00,2014-06-25 15:00:00,"clean",TRUE
388,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2013,2014,"10172855","pendant","UA-002-64",30,-100,2013-08-16 18:00:00,2014-06-25 15:00:00,"clean",TRUE
389,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2014,2014,"1277066","pro series","H08-032-08",30,100,2014-06-25 11:01:00,2014-10-01 12:00:00,"clean",TRUE
390,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2014,2014,"9905285","pro-v2","U23-001",30,100,2014-06-25 11:16:00,2014-10-01 12:00:00,"clean",TRUE
391,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2014,2014,"492638","pro series","H08-032-08",30,100,2014-06-25 12:15:00,2014-10-01 12:00:00,"clean",TRUE
392,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2014,2014,"1277064","pro series","H08-032-08",30,100,2014-06-25 12:15:00,2014-10-01 12:00:00,"clean",TRUE
393,"PPWET1","Pumice Plain Wetland #1","pyroclastic flow",-122.173128524109,46.2487124942667,"EPSG:4326",TRUE,2014,2014,"1277065","pro series","H08-032-08",30,100,2014-06-25 13:00:00,2014-10-01 12:00:00,"clean",TRUE
394,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2014,2014,"399740","pro series","H08-032-08",30,100,2014-06-25 13:00:00,2014-10-01 12:00:00,"lost",FALSE
395,"PPUPL1","Pumice Plain Upland #1","pyroclastic flow",-122.176838117238,46.247020266064,"EPSG:4326",TRUE,2014,2014,"1277067","pro series","H08-032-08",30,100,2014-06-25 13:10:00,2014-10-01 12:00:00,"clean",TRUE
396,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2014,2014,"492639","pro series","H08-032-08",30,100,2014-06-25 13:10:00,2014-10-01 12:00:00,"clean",TRUE
397,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2014,2014,"399741","pro series","H08-032-08",30,100,2014-06-25 13:44:00,2014-10-01 12:00:00,"clean",TRUE
398,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2014,2014,"499973","pro series","H08-032-08",30,100,2014-06-25 14:27:00,2014-10-01 12:00:00,"clean",TRUE
399,"UPLSHS","Upland Shrub South","pyroclastic flow",-122.16118390326,46.2510464756402,"EPSG:4326",TRUE,2014,2014,"9905283","pro-v2","U23-001",30,100,2014-06-25 14:27:00,2014-10-01 12:00:00,"clean",TRUE
400,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2014,2014,"1032864","pro series","H08-032-08",30,100,2014-06-25 14:47:00,2014-10-01 12:00:00,"clean",TRUE
401,"UPLSNE","Upland Shrub Northeast","pyroclastic flow",-122.156564256228,46.2519664858862,"EPSG:4326",TRUE,2014,2014,"9905284","pro-v2","U23-001",30,100,2014-06-25 16:26:00,2014-10-01 12:00:00,"clean",TRUE
402,"UPLSNW","Upland Shrub Northwest","pyroclastic flow",-122.155498069052,46.251274615971,"EPSG:4326",TRUE,2014,2014,"9905286","pro-v2","U23-001",30,100,2014-06-25 16:26:00,2014-10-01 12:00:00,"clean",TRUE
403,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2014,2014,"399703","pro series","H08-032-08",30,100,2014-06-25 17:09:00,2014-10-01 12:00:00,"clean",TRUE
404,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2014,2014,"492644","pro series","H08-032-08",30,100,2014-06-25 17:09:00,2014-10-01 12:00:00,"clean",TRUE
405,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2014,2014,"1032866","pro series","H08-032-08",30,100,2014-06-25 17:54:00,2014-10-01 12:00:00,"clean",TRUE
406,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2014,2015,"10172858","pendant","UA-002-64",30,-500,2014-06-25 18:00:00,2015-09-09 11:00:00,"clean",TRUE
407,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2014,2015,"10209352","pendant","UA-002-64",30,-100,2014-06-25 18:00:00,2015-09-09 11:00:00,"clean",TRUE
408,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2014,2015,"10172852","pendant","UA-002-64",30,-500,2014-06-25 18:00:00,2015-09-09 11:30:00,"lost",TRUE
409,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2014,2015,"10209353","pendant","UA-002-64",30,-100,2014-06-25 18:00:00,2015-09-09 11:30:00,"clean",TRUE
410,"H10","Hummocks pond H10","debris avalanche",-122.270244519437,46.2857514587075,"EPSG:4326",FALSE,2015,2015,"10348974","pro-v2","U22-001",30,,2015-05-05 11:00:00,2015-09-01 15:33:00,"clean",FALSE
411,"H29","Hummocks pond H29","debris avalanche",-122.273330146943,46.2831071336871,"EPSG:4326",FALSE,2015,2015,"10348979","pro-v2","U22-001",30,,2015-05-05 11:30:00,2015-06-16 11:55:00,"clean",FALSE
412,"H02A","Hummocks pond H02A","debris avalanche",-122.270566720562,46.2839715295086,"EPSG:4326",FALSE,2015,,"10015826","pro-v2","U22-001",30,,2015-05-05 12:16:00,,"lost",FALSE
413,"H12","Hummocks pond H12","debris avalanche",-122.265404720036,46.2768375326329,"EPSG:4326",FALSE,2015,2015,"10015820","pro-v2","U22-001",30,,2015-05-05 13:00:00,2015-06-17 10:00:00,"clean",FALSE
414,"M48","Maratta pond M48","debris avalanche",-122.278827972111,46.2904948805117,"EPSG:4326",FALSE,2015,2015,"10209355","pendant","UA-002-64",30,,2015-05-05 14:09:00,2015-09-01 15:33:00,"clean",FALSE
415,"M24","Maratta pond M24","debris avalanche",-122.277257556039,46.2904579644276,"EPSG:4326",FALSE,2015,2015,"10172857","pendant","UA-002-64",30,,2015-05-05 14:25:00,2015-06-17 09:10:00,"clean",FALSE
416,"M36","Maratta pond M36","debris avalanche",-122.277138082193,46.288684225345,"EPSG:4326",FALSE,2015,2015,"10172849","pendant","UA-002-64",30,,2015-05-05 14:37:00,2015-09-01 15:45:00,"clean",FALSE
417,"M09","Maratta pond M09","debris avalanche",-122.279337324889,46.289274103454,"EPSG:4326",FALSE,2015,2015,"10212993","pendant","UA-002-64",30,,2015-05-05 14:53:00,2015-09-01 15:10:00,"clean",FALSE
418,"M54","Maratta pond M54","debris avalanche",-122.281567360675,46.2914841174751,"EPSG:4326",FALSE,2015,2015,"10209354","pendant","UA-002-64",30,,2015-05-05 15:08:00,2015-09-01 12:15:00,"clean",FALSE
419,"M03","Maratta pond M03","debris avalanche",-122.280120364977,46.2919340115627,"EPSG:4326",FALSE,2015,2015,"10647207","pendant","UA-002-64",30,,2015-05-05 15:25:00,2015-09-01 12:10:00,"clean",FALSE
420,"MARALK","Maratta Lake","debris avalanche",-122.280304263236,46.2937531515793,"EPSG:4326",FALSE,2015,2015,"10647206","pendant","UA-002-64",30,,2015-05-05 15:38:00,2015-09-01 12:20:00,"clean",FALSE
421,"H15","Hummocks pond H15","debris avalanche",-122.263296537693,46.2753119778823,"EPSG:4326",FALSE,2015,2015,"10015823","pro-v2","U22-001",30,,2015-05-05 15:48:00,2015-09-01 13:49:00,"clean",FALSE
422,"H47","Hummocks pond H47","debris avalanche",-122.263496589305,46.2758802630222,"EPSG:4326",FALSE,2015,2015,"10015821","pro-v2","U22-001",30,,2015-05-05 15:48:00,2015-05-18 13:45:00,"clean",FALSE
423,"H05","Hummocks pond H05","debris avalanche",-122.267245025601,46.2780193339436,"EPSG:4326",FALSE,2015,2015,"10015822","pro-v2","U22-001",30,,2015-05-05 16:00:00,2015-09-01 12:54:00,"clean",FALSE
424,"H27","Hummocks pond H27","debris avalanche",-122.269764577451,46.2818154261126,"EPSG:4326",FALSE,2015,2015,"10015828","pro-v2","U22-001",30,,2015-05-06 11:31:00,2015-09-01 11:50:00,"clean",FALSE
425,"H28","Hummocks pond H28","debris avalanche",-122.273140329371,46.2827369300296,"EPSG:4326",FALSE,2015,2015,"10172860","pendant","UA-002-64",30,,2015-05-06 11:53:00,2015-09-02 11:33:00,"clean",FALSE
426,"M07","Maratta pond M07","debris avalanche",-122.283739238009,46.2902017563222,"EPSG:4326",FALSE,2015,2015,"10172864","pendant","UA-002-64",30,,2015-05-06 11:56:00,2015-09-01 14:39:00,"lost",FALSE
427,"H33","Hummocks pond H33","debris avalanche",-122.277845473212,46.2832617418546,"EPSG:4326",FALSE,2015,2015,"10015824","pro-v2","U22-001",30,,2015-05-06 12:00:00,2015-09-02 12:15:00,"clean",FALSE
428,"M50","Maratta pond M50","debris avalanche",-122.285377485989,46.2900140094599,"EPSG:4326",FALSE,2015,2015,"10550945","pendant","UA-002-64",30,,2015-05-06 12:28:00,2015-05-26 11:50:00,"clean",FALSE
429,"M05","Maratta pond M05","debris avalanche",-122.283110084679,46.2916557994145,"EPSG:4326",FALSE,2015,2015,"10172855","pendant","UA-002-64",30,,2015-05-06 12:45:00,2015-09-01 13:50:00,"clean",FALSE
430,"M32","Maratta pond M32","debris avalanche",-122.28392380019,46.2929748858919,"EPSG:4326",FALSE,2015,2015,"10647208","pendant","UA-002-64",30,,2015-05-06 13:01:00,2015-06-17 09:30:00,"clean",FALSE
431,"H36","Hummocks pond H36","debris avalanche",-122.278742608394,46.2841403977681,"EPSG:4326",FALSE,2015,2015,"491577","pro series","H08-001-02",30,,2015-05-06 13:03:00,2015-09-02 13:25:00,"clean",FALSE
432,"M43","Maratta pond M43","debris avalanche",-122.28284622199,46.2939671220835,"EPSG:4326",FALSE,2015,2015,"10212995","pendant","UA-002-64",30,,2015-05-06 13:13:00,2015-09-01 12:43:00,"clean",FALSE
433,"M31","Maratta pond M31","debris avalanche",-122.282823664013,46.2937059831819,"EPSG:4326",FALSE,2015,2015,"491581","pro series","H08-001-02",30,,2015-05-06 13:21:00,2015-09-01 12:40:00,"clean",FALSE
434,"M51","Maratta pond M51","debris avalanche",-122.281549907133,46.2918260045371,"EPSG:4326",FALSE,2015,2015,"10550946","pendant","UA-002-64",30,,2015-05-06 13:45:00,2015-09-01 14:16:00,"clean",FALSE
435,"H49","Hummocks pond H49","debris avalanche",-122.263507001063,46.2847902640077,"EPSG:4326",FALSE,2015,2015,"1266111","pro series","H08-001-02",30,,2015-05-06 14:25:00,2015-09-01 16:06:00,"clean",FALSE
436,"H03B","Hummocks pond H03B","debris avalanche",-122.267327766674,46.2805758456114,"EPSG:4326",FALSE,2015,2015,"491560","pro series","H08-001-02",30,,2015-05-18 14:15:00,2015-06-16 09:01:00,"clean",FALSE
437,"H53","Hummocks pond H53","debris avalanche",-122.265221098938,46.2769803517054,"EPSG:4326",FALSE,2015,,"491567","pro series","H08-001-02",30,,2015-05-21 10:13:00,,"lost",FALSE
438,"GEOCRKW_H","Geothermal Creek West, head","pyroclastic flow",-122.173681699523,46.2490224935497,"EPSG:4326",FALSE,2015,2015,"9749148","pro-v2","U22-001",60,,2015-06-18 10:30:00,2015-08-28 09:24:00,"clean",FALSE
439,"GEOCRKW_L","Geothermal Creek West, lower","pyroclastic flow",-122.168924106031,46.2539470000253,"EPSG:4326",FALSE,2015,2015,"9749145","pro-v2","U22-001",60,,2015-06-18 11:15:00,2015-08-28 09:33:00,"clean",FALSE
440,"GEOCRKW_U","Geothermal Creek West, upper","pyroclastic flow",-122.172314773935,46.2510646028388,"EPSG:4326",FALSE,2015,2015,"9749153","pro-v2","U22-001",60,,2015-06-18 12:00:00,2015-08-28 09:33:00,"clean",FALSE
441,"GEOCRKE_H","Geothermal Creek East, head","pyroclastic flow",-122.172912245362,46.2458399320682,"EPSG:4326",FALSE,2015,2015,"9730791","tidbit","UTBI-001",60,,2015-06-18 13:30:00,2015-08-28 09:21:00,"clean",FALSE
442,"GEOCRKE_U","Geothermal Creek East, upper","pyroclastic flow",-122.170769988015,46.2494064105848,"EPSG:4326",FALSE,2015,2015,"9749150","pro-v2","U22-001",60,,2015-06-18 14:00:00,2015-08-28 09:14:00,"clean",FALSE
443,"GEOCRKE_L","Geothermal Creek East, lower","pyroclastic flow",-122.167502020606,46.2536126540468,"EPSG:4326",FALSE,2015,2015,"9730801","tidbit","UTBI-001",60,,2015-06-18 14:30:00,2015-08-28 09:25:00,"clean",FALSE
444,"CLRCRK_U","Clear Creek, upper","pyroclastic flow",-122.16585899048,46.2515936812018,"EPSG:4326",FALSE,2015,2015,"9749144","pro-v2","U22-001",60,,2015-06-18 15:15:00,2015-08-28 10:01:00,"clean",FALSE
445,"CLRCRK_H","Clear Creek, head","pyroclastic flow",-122.167775833172,46.2483766548196,"EPSG:4326",FALSE,2015,2015,"9730770","tidbit","UTBI-001",60,,2015-06-18 16:00:00,2015-08-28 09:46:00,"clean",FALSE
446,"WILSPRW_H","Willow Springs West, head","pyroclastic flow",-122.165998680074,46.2432337065674,"EPSG:4326",FALSE,2015,2015,"9718448","tidbit","UTBI-001",60,,2015-06-19 09:55:00,2015-08-28 11:05:00,"clean",FALSE
447,"WILSPR_C2","Willow Springs, confluence with Red Rock Creek","pyroclastic flow",-122.162381505406,46.2465192606532,"EPSG:4326",FALSE,2015,2015,"9718444","tidbit","UTBI-001",60,,2015-06-19 10:30:00,2015-08-28 10:49:00,"clean",FALSE
448,"FORCRK_T","Forsyth Creek, Truman Trail intersection","pyroclastic flow",-122.160811938606,46.2388577491219,"EPSG:4326",FALSE,2015,2015,"9749146","pro-v2","U22-001",60,,2015-06-19 12:15:00,2015-08-28 11:21:00,"clean",FALSE
449,"BLDCUT","Blowdown Clearcut","blowdown",-122.080663315663,46.2662672955813,"EPSG:4326",TRUE,2015,2015,"9905283","pro-v2","U23-001",30,100,2015-06-23 01:00:00,2015-09-16 09:30:00,"clean",TRUE
450,"BLDFOR","Blowdown Forest","blowdown",-122.085150075712,46.3031130581807,"EPSG:4326",TRUE,2015,2015,"9905286","pro-v2","U23-001",30,100,2015-06-23 01:00:00,2015-09-16 10:40:00,"clean",TRUE
451,"PPUPL1","Pumice Plain Upland #1","pyroclastic flow",-122.176838117238,46.247020266064,"EPSG:4326",TRUE,2015,2015,"492639","pro series","H08-032-08",30,100,2015-06-23 01:00:00,2015-09-23 13:00:00,"clean",TRUE
452,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2015,2015,"499973","pro series","H08-032-08",30,100,2015-06-23 01:00:00,2015-09-23 11:22:00,"lost",FALSE
453,"PPWET1","Pumice Plain Wetland #1","pyroclastic flow",-122.173128524109,46.2487124942667,"EPSG:4326",TRUE,2015,2015,"1277066","pro series","H08-032-08",30,100,2015-06-23 01:00:00,2015-09-23 12:40:00,"clean",TRUE
454,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2015,2015,"492644","pro series","H08-032-08",30,100,2015-06-23 01:00:00,2015-09-23 11:12:00,"clean",TRUE
455,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2015,2015,"399703","pro series","H08-032-08",30,100,2015-06-23 14:28:00,2015-09-23 16:00:00,"clean",TRUE
456,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2015,2015,"1032866","pro series","H08-032-08",30,100,2015-06-23 14:55:00,2015-09-23 15:51:00,"clean",TRUE
457,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2015,2015,"1277065","pro series","H08-032-08",30,100,2015-06-23 15:17:00,2015-09-23 09:19:00,"clean",TRUE
458,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2015,2015,"492646","pro series","H08-032-08",30,100,2015-06-23 15:43:00,2015-09-23 14:14:00,"clean",TRUE
459,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2015,2015,"1032864","pro series","H08-032-08",30,100,2015-06-23 16:02:00,2015-09-23 13:30:00,"clean",TRUE
